time,payload,routing_key
2024-10-03 20:26:49.497000+00:00,150.31999,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:49.995000+00:00,150.08852,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:26:50.003000+00:00,146.75557,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:26:50.999000+00:00,149.94963,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:51.495000+00:00,149.81075,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:51.995000+00:00,149.57927,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:52.509000+00:00,147.00925,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:26:53.496000+00:00,149.3478,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:54.001000+00:00,149.11632,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:55+00:00,148.93114,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:55.004000+00:00,147.12329,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:26:55.498000+00:00,148.79225,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:56.001000+00:00,148.65337,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:56.999000+00:00,148.42189,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:57.497000+00:00,148.23671,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:58.497000+00:00,148.00523,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:26:59.500000+00:00,147.77377,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:27:00.500000+00:00,147.5423,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:01.500000+00:00,147.40341,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:02.009000+00:00,147.17194,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:03.004000+00:00,146.98676,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:03.502000+00:00,146.80157,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:04.502000+00:00,146.5238,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:05.004000+00:00,146.38492,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:06.012000+00:00,146.93677,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:06.502000+00:00,146.24603,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:07.005000+00:00,146.10715,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:07.503000+00:00,145.92197,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:08.503000+00:00,145.69049,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:08.507000+00:00,146.7906,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:09.503000+00:00,145.5516,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:27:10.506000+00:00,145.36642,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:11.011000+00:00,146.54425,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:11.506000+00:00,145.18124,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:12.043000+00:00,515,FLEX5.FLEX5_STAPNR_STER
2024-10-03 20:27:12.506000+00:00,144.99606,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:13.506000+00:00,144.85718,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:13.510000+00:00,146.23958,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:14.504000+00:00,144.672,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:15.009000+00:00,144.53311,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:16.014000+00:00,146.02327,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:16.505000+00:00,144.39423,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:17.508000+00:00,144.25534,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:19.007000+00:00,144.07016,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:19.011000+00:00,145.6871,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:27:20.510000+00:00,143.93127,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:21.507000+00:00,143.79239,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:21.511000+00:00,145.34189,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:22.981000+00:00,143.60721,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:23.984000+00:00,145.10825,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:24.481000+00:00,143.46832,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:25.980000+00:00,143.32944,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:26.985000+00:00,144.77307,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:28.981000+00:00,143.09796,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:29.492000+00:00,144.44156,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:27:31.987000+00:00,144.22424,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:34.492000+00:00,143.93364,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:35.984000+00:00,142.86649,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:37.495000+00:00,143.74115,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:39.994000+00:00,143.48595,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:27:42.494000+00:00,143.26823,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:45.494000+00:00,143.12387,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:47.997000+00:00,142.9353,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:27:50.498000+00:00,142.768,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:27:53.996000+00:00,143.00537,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:27:55.497000+00:00,142.54689,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:28:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:28:00.998000+00:00,142.39742,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:28:02.994000+00:00,143.14426,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:28:05.496000+00:00,143.28314,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:28:06.001000+00:00,142.29477,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:28:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:28:16.498000+00:00,143.46832,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:28:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:28:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:28:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:28:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:28:52.516000+00:00,143.32944,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:29:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:29:05.527000+00:00,143.14426,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:29:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:29:11.032000+00:00,142.16405,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:29:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:29:21.517000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:22.017000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:22.533000+00:00,143.00537,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:29:23.018000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:24.007000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:25.027000+00:00,142.05449,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:29:28.008000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:28.508000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:29.511000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:29:30.512000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:31.555000+00:00,520,FLEX5.FLEX5_STAPNR_STER
2024-10-03 20:29:32.013000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:32.513000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:33.513000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:33.530000+00:00,142.86649,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:29:34.014000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:34.535000+00:00,141.94781,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:29:39.517000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:29:40.018000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:41.018000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:41.518000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:42.018000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:42.517000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:43.517000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:44.017000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:45.017000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:45.516000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:46.516000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:47.016000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:48.037000+00:00,141.84547,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:29:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:29:50.017000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:50.517000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:52.018000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:52.518000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:55.023000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:55.524000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:57.024000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:57.525000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:58.524000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:29:59.024000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:30:00.024000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:00.524000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:01.528000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:02.029000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:03.529000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:04.030000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:06.531000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:07.031000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:07.557000+00:00,143.00537,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:30:08.031000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:08.535000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:30:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:30:22.047000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:22.547000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:29.559000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:30:30.059000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:30:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:30:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:30:55.093000+00:00,143.14426,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:31:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:31:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:31:14.071000+00:00,143.28314,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:31:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:31:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:31:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:31:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:32:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:32:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:32:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:32:27.107000+00:00,143.46832,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:32:27.621000+00:00,141.95572,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:32:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:32:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:32:47.626000+00:00,143.60721,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:32:48.627000+00:00,142.07516,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:32:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:33:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:33:09.147000+00:00,142.18134,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:33:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:33:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:33:25.158000+00:00,142.29417,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:33:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:33:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:33:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:34:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:34:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:34:10.150000+00:00,143.46832,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:34:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:34:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:34:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:34:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:35:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:35:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:35:14.662000+00:00,143.32944,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:35:19.679000+00:00,142.19019,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:35:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:35:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:35:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:35:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:36:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:36:04.197000+00:00,143.14426,FLEX5.TT05_93608_STAT_PV
2024-10-03 20:36:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:36:14.707000+00:00,142.08548,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:36:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:36:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:36:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:36:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:37:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:37:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:37:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:37:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:37:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:37:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:38:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:38:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:38:12.758000+00:00,141.98047,FLEX5.TT05_93644_STAT_PV
2024-10-03 20:38:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:38:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:38:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:38:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:00+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:10+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:10.758000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:11.259000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:14.259000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:14.760000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:15.761000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:16.261000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:17.264000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:17.764000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:18.776000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:19.275000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:20+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:21.277000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:21.778000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:22.781000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:23.281000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:24.280000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:24.782000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:25.780000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:26.280000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:30+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:32.782000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:33.282000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:35.783000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:36.283000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:40+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:40.287000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:40.787000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:43.288000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:43.789000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:45.783000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:46.283000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:47.284000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:48.284000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:50+00:00,0,FLEX5.FLEX5_DC_HEARTBEAT
2024-10-03 20:39:50.788000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:51.288000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:52.288000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:52.789000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:53.789000+00:00,0.6365568,FLEX5.CT05_93676_STAT_PV
2024-10-03 20:39:54.287000+00:00,0.578688,FLEX5.CT05_93676_STAT_PV
